,date,gender,style,roll,yaw,pitch
10331,1878,M,Realism,-5.3145366,51.025383,-3.3781862
10332,1883,F,Realism,-3.7410693,-23.263819,-10.109668
10333,1899,M,Impressionism,10.46118,-13.217515,-16.387568
10335,1902,M,Realism,0.037918657,-26.297459,-14.861395
10336,1870,M,Romanticism,0.3990897,-18.473438,-14.77278
10337,1908,M,Art Nouveau (Modern),7.2132998,-39.9902,-16.392096
10338,1640,F,Tenebrism,10.571663,-24.065456,-20.61254
10341,1657,M,Baroque,7.0705156,-41.60122,-15.270586
10342,1770,F,Neoclassicism,1.3243221,-36.99103,-6.6400986
10344,1463,M,Northern Renaissance,0.26443046,1.5245744,-9.646619
10345,1902,M,Realism,11.578136,-39.350098,-10.61551
10346,1902,M,Realism,2.436714,-7.7786465,-10.979588
10347,1902,M,Impressionism,5.8378453,11.953453,-6.170923
10348,1924,M,Post-Impressionism,0.9486762,52.511734,-8.493652
10349,1898,F,Academicism,7.460075,30.24342,-20.366776
10350,1893,M,Neo-Romanticism,-0.69050556,42.15825,-3.2545788
10352,1899,M,Realism,-1.3366735,-11.06135,-8.099418
10353,1887,M,Realism,14.426365,-33.70748,-10.430634
10354,1912,M,Realism,-13.905256,35.296722,-2.9239001
10355,1859,M,Romanticism,-0.7067443,-31.715158,-24.753704
10356,1915,M,Realism,-3.2316375,13.628183,-13.113827
10357,1892,M,Realism,-0.4912455,-4.960136,-11.9303665
10358,1932,M,Expressionism,2.5373962,-27.04536,-3.7012868
10359,1932,M,Expressionism,10.842474,-28.226624,-12.656334
10361,1947,F,Expressionism,16.821276,-16.86985,-10.026478
10362,1750,M,Rococo,0.9711831,-20.237888,-1.4072859
10363,1934,M,Expressionism,-1.4912579,-7.5256686,-11.524847
10364,1932,F,Art Deco,2.0807476,-2.7276359,-16.566055
10365,1915,M,Romanticism,-3.9213424,-29.336464,-1.5686362
10366,1928,M,Expressionism,19.226414,-11.238983,-26.720406
10367,1870,M,Romanticism,-8.021283,-14.313218,-3.419948
10368,1924,F,Expressionism,2.7930226,14.905474,-13.648743
10369,1880,M,Romanticism,12.193839,24.450443,-2.1262605
10370,1545,M,Mannerism (Late Renaissance),7.2576094,15.694962,-22.72947
10371,1934,M,Post-Impressionism,0.88970006,-21.53078,-3.8534029
10372,1919,F,Realism,-2.4309487,13.071421,1.1543703
10373,1913,M,Impressionism,-7.545965,10.703224,-12.250559
10374,1478,M,Northern Renaissance,6.3863473,-8.615776,-19.540508
10375,1500,M,High Renaissance,3.504098,-1.4100728,-12.354635
10376,1498,M,High Renaissance,2.8307772,-2.5372133,-14.859487
10377,1867,M,Romanticism,6.2527394,-8.458196,-15.058538
10378,1503,M,Northern Renaissance,-15.463476,-30.715542,-4.742688
10379,1900,M,Symbolism,6.914321,13.246219,-5.4478993
10380,1912,F,Expressionism,-3.5455685,2.7828517,-10.517269
10383,1914,M,Realism,-2.6179461,27.358273,-2.6694613
10384,1903,M,Symbolism,4.6320863,-29.656157,-6.977831
10385,1890,M,Realism,-9.017748,-5.8929477,-3.0125964
10386,1887,F,Realism,0.18829131,-10.647871,-1.4258088
10388,1890,M,Romanticism,1.284431,-30.492432,-2.5921555
10389,1917,M,Symbolism,15.4251,-20.487598,-4.653461
10390,1630,M,Baroque,-2.9369934,-7.816329,-10.053406
10391,1925,M,Expressionism,-2.2417402,18.395664,-6.235605
10392,1934,M,Expressionism,5.835944,-35.13994,-7.5745764
10394,1961,M,Expressionism,1.4340774,-22.726429,-9.261057
10395,1880,F,Romanticism,12.103012,-8.283926,-9.769143
10396,1890,F,Post-Impressionism,9.334983,4.893004,-7.9437613
10397,1882,M,Post-Impressionism,4.018992,16.052456,-11.971754
10398,1919,M,Expressionism,-3.2497303,15.539108,-15.465712
10399,1917,M,American Realism,-0.6731173,13.478809,-15.315538
10400,1916,M,Art Nouveau (Modern),2.0700047,17.757326,-4.9055023
10401,1548,M,Mannerism (Late Renaissance),-2.9533503,-39.589302,-6.654002
10402,1436,M,Northern Renaissance,-2.449166,-16.889353,-12.715855
10403,1870,M,Realism,12.506484,12.432862,-14.13447
10404,1885,M,Impressionism,4.346164,17.331009,-11.512014
10405,1905,M,Realism,1.4164754,36.534927,-8.596727
10406,1948,F,Expressionism,-0.9468032,-11.358566,-11.725285
10407,1889,M,Romanticism,-13.453625,10.148178,-10.4824
10408,1912,M,Impressionism,-10.641661,-38.4858,2.6032639
10410,1932,M,Expressionism,2.6066897,-0.029590368,-17.566154
10411,1922,M,Realism,-5.7733073,15.252047,-2.9247088
10412,1907,M,Realism,-11.396814,-19.157383,-6.539593
10413,1910,M,Symbolism,-15.724522,39.987328,-6.523572
10414,1650,M,Baroque,1.7588879,-2.9673405,-13.715813
10415,1938,F,Expressionism,-9.291341,11.712833,-18.40164
10416,1915,M,New Realism,14.2581215,-27.069847,-23.205254
10417,1805,M,Neoclassicism,-11.390526,13.014292,-8.413583
10418,1672,M,Baroque,-12.844311,19.301634,1.3720157
10419,1915,M,Expressionism,-1.1004533,3.6824646,0.4555903
10420,1924,M,Post-Impressionism,0.9338629,26.488327,-10.181465
10421,1890,M,Impressionism,-3.1639366,0.1243577,-11.127061
10422,1862,M,Realism,1.2864842,-36.3686,-4.987729
10424,1497,M,High Renaissance,1.9246556,-1.8552898,-4.2817593
10425,1882,M,Impressionism,-0.8678236,-0.60787773,-14.438053
10426,1805,M,Romanticism,5.15495,-2.8611643,-11.135371
10429,1909,M,Expressionism,-0.7466725,11.916019,-12.829336
10430,1903,F,Symbolism,0.4677384,-0.8424614,-14.205507
10431,1850,M,Romanticism,0.13654381,-18.510303,-6.92358
10432,1935,M,Expressionism,-2.1940274,-27.666065,-5.403227
10433,1882,M,Realism,-4.4915013,17.315916,-5.103152
10434,1880,M,Realism,-7.356626,-4.8527164,-16.083233
10435,1876,M,Realism,3.9750154,-0.21214771,-10.9411335
10436,1882,M,Realism,-4.4915023,17.315916,-5.1031504
10437,1880,M,Realism,5.7291126,4.6491165,-5.3891406
10438,1832,F,Realism,-3.789136,-16.22718,-21.442087
10439,1916,M,Realism,-6.616042,6.961802,5.8072824
10440,1917,F,Realism,-12.623487,16.52991,-23.640554
10442,1876,M,Realism,15.273154,33.40748,-5.3299675
10443,1928,M,Expressionism,-1.7901726,-8.039818,-7.7641134
10444,1842,M,Romanticism,3.683521,-8.692946,-20.915325
10445,1909,M,Realism,-4.154991,9.464479,1.2666024
10446,1670,M,Baroque,-3.1978543,10.808703,-6.0328674
10447,1779,M,Rococo,-20.09688,-14.418497,-5.744899
10448,1894,M,Realism,3.9202228,-32.706684,-12.374912
10449,1903,M,Impressionism,2.760405,-22.612495,-15.754646
10450,1888,M,Post-Impressionism,8.142911,22.37251,-7.161339
10451,1460,M,Northern Renaissance,1.530309,20.558102,-12.127041
10452,1823,M,Realism,-3.3538108,2.7373,-3.9786503
10453,1818,M,Romanticism,-4.172383,11.011369,-9.073027
10455,1924,F,Expressionism,-2.8692102,29.24482,-2.8619156
10456,1926,M,Expressionism,4.5705414,10.767771,-14.836868
10457,1897,F,Realism,12.326722,-45.73043,-5.6516943
10459,1932,M,Expressionism,10.310778,-33.242493,-7.4414973
10460,1934,M,Expressionism,3.6101315,6.718329,-15.159471
10461,1852,M,Romanticism,-6.7980623,1.7094985,-13.230017
10462,1882,M,Realism,3.3544896,-27.246185,-9.750271
10463,1895,M,Realism,2.15824,15.735566,-13.76233
10464,1910,M,Art Nouveau (Modern),6.5158386,43.27427,-5.6887655
10465,1880,M,Realism,2.9796476,33.806137,-12.805326
10466,1827,M,Romanticism,-1.3722306,16.64869,-6.0968637
10467,1931,F,Magic Realism,16.148766,23.68304,-6.4661355
10468,1787,F,Rococo,3.1495628,24.565243,-7.3059955
10469,1889,M,Realism,3.08088,14.814899,4.3815975
10470,1927,F,Post-Impressionism,1.323061,-3.02115,-13.12267
10472,1910,F,Realism,-6.8927794,-1.6856146,-0.015497923
10473,1910,M,Impressionism,8.916512,27.3787,-8.399907
10475,1790,M,Rococo,1.5751408,-29.222683,-1.6615033
10476,1887,M,Realism,-15.129583,59.096676,-18.273384
10477,1934,M,Expressionism,4.3525176,-24.717358,-12.11328
10478,1932,M,Art Deco,3.7030258,-3.1442428,-11.7041855
10480,1934,F,Expressionism,2.6581504,18.597305,-11.183762
10481,1912,M,Realism,3.3878634,-54.762665,-5.704174
10482,1903,M,Realism,-9.853557,-13.335236,-25.828453
10483,1914,M,Realism,-2.052464,21.744904,-2.6502552
10484,1640,M,Baroque,-2.7075586,17.518002,-15.814413
10485,1905,M,Impressionism,-1.0371606,28.289478,-7.794246
10486,1893,M,Neo-Romanticism,-6.4272795,-46.659,14.015133
10487,1606,M,Baroque,6.9976625,4.0235376,-2.456685
10488,1911,M,Post-Impressionism,-9.802562,7.162919,-9.738873
10489,1912,M,Cubism,6.539312,-32.631783,-6.8944955
10491,1893,M,Neo-Romanticism,-0.09920198,14.131147,-11.005885
10492,1436,M,Northern Renaissance,0.29437435,21.493725,-0.052886963
10493,1740,M,Rococo,-7.2753763,10.320263,0.7650155
10494,1675,M,Baroque,-3.3119712,-0.36926073,-8.373346
10495,1866,F,Romanticism,-1.6538569,7.555871,-10.710476
10496,1934,F,Art Deco,-2.343277,21.130217,-4.99234
10497,1626,M,Baroque,2.1358352,-28.966232,-12.115622
10498,1509,M,High Renaissance,-1.6313614,-34.759037,-3.6397524
10501,1935,F,Symbolism,7.99037,-14.845083,-13.785718
10502,1910,M,Fauvism,-2.5586245,11.520415,-3.984748
10504,1538,F,Northern Renaissance,10.408207,19.182842,5.3858995
10505,1918,M,Impressionism,-1.2361465,34.61595,-0.33577752
10506,1920,M,Post-Impressionism,-1.0240719,-34.183487,-1.9873537
10507,1461,M,Early Renaissance,2.1434648,-24.019844,-4.8795433
10509,1500,M,Early Renaissance,10.749533,-21.861277,-15.942258
10512,1784,F,Neoclassicism,-0.054838777,-44.788918,-1.1117896
10515,1790,M,Rococo,6.4155593,-32.30263,-4.487334
10516,1827,M,Romanticism,-10.388153,3.013622,-7.163604
10517,1904,F,Realism,5.118997,-18.666677,-11.045872
10518,1912,F,Realism,10.953219,7.0135336,-10.096515
10519,1949,M,Post-Impressionism,11.838449,28.530972,-7.322638
10520,1919,F,Realism,-4.890321,1.0073085,-19.64915
10521,1922,M,Symbolism,-1.8104149,-17.943626,-2.7170203
10522,1540,F,Northern Renaissance,5.4098134,6.4476347,-6.496801
10523,1877,M,Realism,-6.4060173,11.623874,-8.312414
10525,1907,F,Realism,22.551453,-9.167298,-19.723282
10529,1893,M,Realism,16.301485,19.256165,-11.935419
10530,1910,M,Art Nouveau (Modern),-2.181261,20.48087,-10.290607
10531,1904,M,Realism,-0.0155926645,16.868412,-14.467577
10534,1890,M,Romanticism,2.3518956,-37.478336,-8.90568
10535,1867,M,Realism,-1.1027454,-16.940979,-9.674282
10536,1911,M,Expressionism,-1.7102273,-0.60813177,-20.037308
10537,1902,M,Post-Impressionism,-5.9529104,19.533873,-17.336555
10538,1480,M,Northern Renaissance,-0.32351923,-40.80506,-5.6596985
10539,1864,F,,15.8382,-2.6834452,-15.44157
10541,1873,M,Realism,8.375117,-8.244084,-14.248314
10542,1917,F,Expressionism,-7.1374464,16.115252,-2.0435963
10543,1880,M,Impressionism,4.1553125,15.806749,-21.752327
10546,1915,M,Post-Impressionism,-3.3523393,6.4855075,-4.5639315
10547,1916,M,Expressionism,8.953224,27.007437,-6.45876
10548,1807,F,Rococo,2.1935546,24.632809,-10.541239
10549,1884,M,Realism,0.10879803,-10.549513,-8.348423
10550,1923,F,Art Nouveau (Modern),0.5074192,-22.885353,-6.629296
10551,1942,M,Expressionism,8.108928,28.820683,-3.8018043
10552,1934,M,Expressionism,-1.2080526,-15.632108,-4.0905395
10553,1656,F,Baroque,5.264502,-8.389736,-13.191714
10554,1921,M,Realism,3.2060797,4.940111,-11.039909
10556,1905,M,Fauvism,-6.6476116,31.506319,-10.871199
10557,1956,M,Surrealism,6.669302,7.4916058,1.7408454
10560,1880,M,Realism,0.0016824603,9.005249,-20.692654
10561,1601,F,Northern Renaissance,0.21334074,26.874489,-11.713194
10562,1882,M,Realism,7.1920433,-19.593641,-10.610129
10563,1901,F,Impressionism,13.518976,30.918621,-23.607357
10564,1475,M,Northern Renaissance,-9.166159,16.674196,-12.441527
10566,1903,M,Japonism,-10.188773,-25.749474,7.5746565
10568,1911,F,Impressionism,-6.3891726,2.233652,-13.817503
10569,1917,M,Metaphysical art,4.3110414,-28.262417,-13.568863
10570,1876,F,Realism,0.7724998,-0.06968236,-10.116023
10571,1909,M,Impressionism,-13.737335,26.61219,-12.53038
10572,1919,M,Realism,-2.0474486,35.524765,-1.1653084
10575,1767,M,Rococo,-1.776289,21.814919,3.684442
10576,1909,M,Expressionism,3.1812768,-27.854431,-8.177542
10578,1465,F,Northern Renaissance,12.5203,25.232891,-19.860844
10579,1929,M,Regionalism,0.61271775,20.974548,-7.4053745
10581,1903,M,Realism,-4.786809,15.580499,-3.0617287
10582,1890,M,Realism,13.418842,16.051853,-8.294637
10583,1635,F,Baroque,-1.3057815,23.876276,-9.258179
10584,1883,M,Realism,5.1456604,-9.382942,-22.568863
10585,1916,M,Realism,-6.054235,-0.40709126,-3.8550344
10586,1918,M,Symbolism,4.5238113,-14.355101,-9.033165
10587,1865,M,Realism,3.8456542,18.75625,-13.196375
10588,1925,F,Realism,15.098898,37.568344,3.4936543
10590,1880,M,Realism,-1.2749085,17.714901,-18.654598
10591,1436,M,Northern Renaissance,-14.301027,-34.139202,2.2916462
10593,1914,M,Expressionism,4.953046,0.48917043,-7.5807233
10594,1630,M,Baroque,-7.991899,15.962801,-13.455954
10595,1868,M,Realism,-3.5491006,-8.834738,-8.154259
10596,1773,M,Neoclassicism,17.681938,-29.853786,-11.065329
10597,1904,M,Realism,3.80153,-23.036858,-14.607577
10598,1731,M,Rococo,-8.275038,9.019247,-7.6122155
10600,1561,M,Mannerism (Late Renaissance),-5.952541,28.993454,-5.261597
10601,1822,M,Romanticism,-11.879095,20.454794,-10.609922
10602,1800,M,Romanticism,-0.86684406,11.488427,-7.308898
10603,1844,M,Romanticism,-1.0074244,-39.461258,-0.6826669
10604,1923,F,Expressionism,1.807706,-18.76264,-4.5077686
10605,1805,M,Neoclassicism,-5.708887,1.3290244,-9.163373
10606,1511,M,High Renaissance,-33.483055,30.161785,-27.31541
10609,1865,F,Realism,11.9340105,21.69483,-13.266015
10610,1947,M,Expressionism,6.6363,19.809723,-8.850707
10611,1867,M,Realism,7.0979357,-14.379395,-9.64116
10612,1633,M,Baroque,-4.7133093,0.6413548,-5.245696
10613,1917,F,Realism,8.962877,1.9681427,-10.707241
10614,1932,F,Expressionism,0.98879373,-8.769476,-13.161324
10615,1520,F,Northern Renaissance,-3.3646166,-21.777107,2.1309032
10616,1894,M,Art Nouveau (Modern),11.307068,23.41483,-5.748322
10617,1775,M,Romanticism,0.82614505,14.4449625,-23.025892
10618,1638,F,Baroque,2.4637213,-15.960522,-10.428209
10619,1510,M,High Renaissance,2.134602,0.57858765,-21.976755
10620,1788,M,Rococo,-4.215841,21.995222,-6.4781513
10621,1829,F,Rococo,-5.0840263,-39.394466,-6.906555
10622,1620,M,Baroque,14.877178,32.266075,0.70828867
10623,1883,F,Realism,-7.722773,41.026024,-13.256466
10624,1859,F,Neo-Rococo,-1.3102577,-30.5915,-9.827629
10625,1853,F,Neo-Rococo,1.5205319,10.998575,-2.841632
10627,1890,M,Realism,-4.129796,-3.1631541,-2.14029
10629,1859,F,Romanticism,-0.22596669,2.3967369,-6.1956234
10630,1900,F,Realism,-2.3602188,0.6490827,-4.608058
10631,1932,M,Expressionism,3.955998,6.4897623,-7.7127285
10632,1923,F,Expressionism,0.019022703,-14.270103,-11.992435
10633,1889,M,Impressionism,1.5515507,30.139208,-3.8380904
10634,1905,M,Realism,0.70997965,45.600204,-5.935896
10635,1906,M,Realism,-5.3942804,-8.255907,-13.637484
10636,1924,F,Art Nouveau (Modern),2.5726676,-18.511795,-0.9930967
10637,1910,M,Symbolism,0.097325206,-16.86578,-12.918415
10638,1915,F,Symbolism,-0.23585463,-12.040792,-7.9411354
10639,1916,M,Symbolism,-7.179744,14.308041,-19.787235
10640,1943,F,Expressionism,1.8219777,-21.800825,-10.171928
10641,1902,M,Realism,1.0872293,-57.881763,-9.730665
10643,1921,M,Impressionism,-9.519985,17.196154,-11.413186
10644,1919,M,Realism,10.795452,-11.43417,-19.540195
10645,2002,M,Expressionism,1.5430095,1.4268246,-17.75686
10646,1660,M,Baroque,-9.329011,36.19188,-11.370613
10647,1885,M,Realism,-1.1155541,-18.282898,-9.810871
10648,1885,M,Realism,3.728268,-12.706591,-1.7490555
10649,1912,M,Art Nouveau (Modern),-0.24559277,19.560219,-14.300617
10650,1884,M,Impressionism,1.5114231,-27.659832,-5.2647114
10651,1799,M,Romanticism,0.43913913,-0.88262224,-18.470531
10654,1816,M,Ukiyo-e,7.69741,29.295464,-7.149276
10655,1892,M,Realism,9.22653,25.235092,-3.8981051
10656,1629,M,Baroque,4.65693,18.124134,-13.818462
10658,1862,M,Realism,-8.960365,-29.197527,-18.078714
10659,1760,M,Rococo,-11.243861,16.314297,-9.647135
10660,1623,M,Baroque,1.5847937,11.816568,-2.4901993
10663,1913,M,Impressionism,-4.3160124,19.358864,-16.24213
10664,1935,F,Post-Impressionism,8.421561,-7.64622,-7.8058395
10666,1742,F,Rococo,-0.6966092,-20.424978,-12.164171
10667,1856,M,Romanticism,1.8985543,35.477543,-15.23263
10668,1874,M,Impressionism,4.6659107,-12.495335,-7.9666615
10669,1934,F,Expressionism,-14.85174,9.299606,-14.205802
10670,1961,M,Expressionism,1.4645706,15.29096,-9.355997
10673,1775,M,Rococo,-21.230618,3.7167025,-1.8405046
10674,1505,F,High Renaissance,-5.00331,-7.160187,-2.4260645
10675,1892,M,Realism,22.377995,-23.714098,-5.6354227
10676,1941,M,Expressionism,-11.934972,40.70279,-4.8803034
10678,1855,F,Realism,14.693567,-43.767693,6.1626215
10679,1516,F,High Renaissance,12.995043,-28.46495,-19.62122
10681,1639,M,Baroque,3.8230295,27.814537,-10.4056635
10682,1897,F,Impressionism,-3.780826,-14.773437,8.329708
10683,1458,M,Early Renaissance,1.5508561,21.632782,-2.294723
10685,1761,F,Rococo,0.14730063,-18.834217,-6.0044436
10686,1806,M,Romanticism,2.8205295,-28.275764,-0.5973873
10687,1899,F,Impressionism,1.9048562,8.718316,-8.273169
10688,1872,M,Realism,4.880579,22.797304,-10.965803
10689,1903,M,Realism,-0.63725805,28.215275,-14.790131
10690,1808,M,Romanticism,4.8881655,-27.583406,-3.0125394
10692,1962,M,Sōsaku hanga,9.934098,22.334843,-19.075018
10693,1905,M,Art Nouveau (Modern),-5.383834,-24.156147,-5.456416
10694,1869,M,Impressionism,-5.4270144,48.42569,-7.979475
10695,1774,M,Rococo,-0.8609921,10.608088,0.82413197
10696,1880,F,Realism,4.4016647,-24.078781,-14.383338
10697,1829,M,Romanticism,5.8034754,-20.64222,-13.6105
10698,1620,M,Baroque,-7.6516113,22.962471,-12.151956
10699,1634,M,Baroque,2.0766075,-47.82409,-6.5990844
10700,1876,M,Realism,1.7002882,17.459526,3.2730722
10701,1919,M,Impressionism,-0.38342762,6.4202805,3.5079546
10702,1906,M,Realism,-3.2559907,5.6244397,-5.7410617
10704,1909,M,Realism,-5.6010685,21.710999,-8.788873
10705,1935,M,Expressionism,3.7814064,23.983475,-3.9143481
10706,1923,F,Expressionism,3.2105148,0.9847535,-24.426676
10707,1926,M,Realism,0.293617,2.8727245,-6.8290706
10708,1910,F,Realism,6.879854,-6.544797,-10.194508
10710,1925,M,Impressionism,-11.442032,-0.8047202,-10.114399
10711,1924,M,Expressionism,2.967742,11.425015,-22.580368
10712,1925,M,Expressionism,-3.1614919,-29.117886,-5.605133
10713,1810,M,Rococo,1.7789851,14.21685,-3.2427251
10714,1795,M,Romanticism,11.646648,22.497835,-8.652125
10715,1800,M,Romanticism,2.1793776,21.625463,-9.156323
10716,1838,F,Romanticism,7.2694798,-16.806519,-9.382812
10718,1520,M,Northern Renaissance,-4.670706,18.397814,-8.497585
10719,1905,F,Art Nouveau (Modern),14.646893,-31.52118,-14.512382
10720,1858,M,Romanticism,8.495337,-20.373703,-21.004711
10721,1876,M,Realism,4.9407825,51.810085,-2.8080301
10722,1555,M,Mannerism (Late Renaissance),-5.121627,21.759647,-11.746952
10723,1840,M,Romanticism,9.695205,1.7154174,-0.39331388
10724,1342,M,International Gothic,4.9428296,-26.01194,-4.5335746
10725,1778,F,Rococo,-14.7078,27.613329,-13.192597
10726,1864,M,Romanticism,-9.150939,30.241112,-6.0952706
10727,1880,M,Romanticism,-4.500227,-44.485954,0.5901339
10728,1912,F,Impressionism,-12.937626,-4.401216,12.66515
10729,1868,M,Realism,7.781319,21.314375,-6.887793
10730,1804,M,Neoclassicism,-2.5474246,15.202302,-12.228113
10731,1925,M,Expressionism,0.6105075,-8.199221,-12.7104025
10732,1917,M,Realism,13.209969,24.516201,2.953807
10733,1926,F,Post-Impressionism,2.4866588,8.758339,-14.74683
10734,1885,M,Realism,2.9788995,-12.066854,-12.357609
10735,1635,M,Tenebrism,10.200776,-28.326677,-9.695495
10736,1930,M,Expressionism,-12.148627,-10.158508,-13.533397
10738,1890,M,Realism,-6.1009464,-21.479418,-5.572836
10739,1733,M,Rococo,12.766494,16.793112,-9.815361
10740,1915,F,Expressionism,1.3214262,14.144411,-14.42906
10742,1797,M,Rococo,0.9015822,-18.945387,-7.135838
10743,1953,M,Expressionism,-2.4932206,-40.05675,-2.4756472
10744,1892,M,Realism,-13.049095,-36.209934,-6.087455
10745,1900,F,Symbolism,-14.44868,36.6765,-2.1791596
10746,1915,F,Expressionism,1.277702,14.188904,-9.364984
10747,1915,M,Expressionism,-11.017928,-28.199532,-3.074958
10748,1924,M,Realism,3.3840315,-14.247442,-9.997665
10749,1902,M,Cloisonnism,-17.955679,-18.522509,0.67985654
10750,1461,M,Early Renaissance,-0.614075,-34.506763,-8.918079
10751,1902,M,Realism,4.193802,-0.29172897,-10.009537
10752,1864,M,Romanticism,0.27131045,-40.97181,-4.147944
10753,1881,M,Realism,2.1113508,-44.66105,-11.323873
10754,1894,M,Romanticism,-17.686707,12.948118,-3.697015
10755,1890,M,Romanticism,-10.909694,-35.931442,-0.40326655
10756,1904,M,Impressionism,5.2557755,5.569735,-12.666403
10757,1939,M,Expressionism,-10.38265,-37.22112,-18.56247
10758,1910,M,Art Nouveau (Modern),1.4931524,-6.6438713,-4.4403596
10759,1876,M,Realism,-5.7151594,-23.400799,-11.134035
10761,1911,F,Symbolism,-7.7051525,-30.9771,-13.5126095
10762,1909,M,Realism,2.255724,0.43019915,-7.440275
10763,1982,M,Pop Art,16.000679,27.857445,-0.99029684
10766,1820,M,Rococo,17.370956,25.46706,-4.2084703
10767,1765,M,Neoclassicism,3.059743,21.297047,-6.9040537
10768,1465,M,Early Renaissance,2.2645562,-74.64217,0.73674536
10769,1330,M,International Gothic,3.094666,-21.28561,-18.760983
10770,1504,F,High Renaissance,-17.573887,3.884606,-7.443966
10771,1921,F,Cubism,-5.8866754,31.321,-16.434023
10772,1725,F,Rococo,-9.04668,15.353119,-9.565802
10773,1873,M,Romanticism,1.8678164,-7.365269,-12.37588
10775,1903,M,Realism,-0.5601853,-1.1879239,-10.863363
10776,1912,M,Symbolism,8.186108,-43.028088,-9.601341
10777,1893,M,Symbolism,3.8871684,-25.363201,-10.040867
10778,1856,M,Romanticism,0.023525476,-28.592396,-4.434513
10779,1869,M,Realism,6.1031113,-1.7444925,-14.938425
10780,1930,M,Symbolism,3.9896348,34.429085,-10.906683
10781,1630,M,Baroque,-3.6360114,24.761723,-4.76472
10783,1850,M,Academicism,3.9946344,13.123659,-16.066196
10784,1899,M,Art Nouveau (Modern),16.271847,-38.52984,6.3237333
10785,1874,F,Realism,5.5318365,-25.514019,-11.292602
10786,1809,M,Romanticism,-3.88523,28.127802,-5.680221
10787,1882,M,Impressionism,-9.358835,21.222345,-3.5167503
10789,1780,M,Rococo,2.3624864,-4.5492697,-2.8153245
10790,1913,M,Realism,11.350145,20.876842,-4.6314282
10791,1866,M,Impressionism,3.3239226,5.902861,-12.025164
10792,1642,M,Baroque,-5.9073396,-33.158104,6.344584
10794,1621,M,Baroque,-0.1625168,-11.994007,-29.554424
10795,1916,F,Expressionism,-0.6717273,14.16461,-26.169521
10796,1906,M,New Realism,-0.40720665,8.53785,-11.640818
10797,1888,M,Impressionism,3.3158624,-14.330472,-13.718588
10798,1443,M,Early Renaissance,-0.55870026,4.6415057,-5.6716022
10799,1506,M,High Renaissance,-10.538311,36.359657,13.147396
10800,1914,M,Realism,2.7592888,-30.656301,-11.812065
10801,1920,M,Art Nouveau (Modern),-4.056671,-55.27179,3.3027484
10802,1835,F,Romanticism,-12.571974,-24.354267,2.2701325
10804,1878,F,Realism,3.9173946,-18.298677,-5.489376
10805,1879,M,Realism,-4.116249,23.025146,-7.7722955
10806,1856,M,Romanticism,-2.7720673,11.297381,-6.3228397
10807,1926,M,Symbolism,3.1404462,-20.006695,0.8050061
10808,1924,M,Symbolism,-0.25182307,-14.254147,-5.0072002
10809,1899,M,Realism,0.96057343,-4.816928,-6.6862392
10810,1757,M,Rococo,-6.639743,8.053111,-2.5813122
10811,1830,M,Rococo,-6.716522,32.878693,-14.927242
10812,1789,M,Romanticism,-7.3402615,46.9293,-5.7233644
10815,1826,M,Romanticism,3.4649243,-18.271015,-13.922747
10816,1839,M,Romanticism,4.412814,-22.618073,-2.3753476
10817,1518,M,High Renaissance,8.958048,7.26856,-10.35864
10820,1520,M,High Renaissance,5.290458,-13.647938,4.143353
10821,1859,F,Neo-Rococo,-1.8448644,19.878317,-13.117289
10822,1446,M,Northern Renaissance,-0.98484564,-28.212708,-4.547275
10823,1830,M,Romanticism,10.492242,4.3564754,-5.3554854
10824,1917,M,Expressionism,7.6826253,-6.5111527,-10.205048
10825,1904,F,New Realism,-6.12949,7.881938,-18.224796
10826,1891,F,Impressionism,-2.5146945,14.68547,-10.812025
10827,1828,F,Romanticism,8.300702,-15.163019,-12.687523
10828,1790,M,Rococo,-2.9151351,33.678432,-3.097068
10830,1802,M,Romanticism,0.40479684,-23.484324,-7.478205
10831,1806,F,Romanticism,-13.93549,1.4795649,-14.363899
10832,1609,M,Baroque,-8.301799,27.682217,-15.916788
10833,1939,M,Sōsaku hanga,-2.5145974,27.37297,-2.8032203
10835,1909,M,Art Nouveau (Modern),3.0274584,-21.901413,-11.158546
10836,1886,M,Realism,-3.930987,-55.25937,-5.7300587
10837,1878,M,Realism,-4.780555,-33.086555,-7.1885242
10838,1899,M,Realism,8.810427,-10.517187,-9.58785
10839,1940,F,Expressionism,-3.2500217,14.523138,-9.541754
10840,1921,M,Symbolism,8.86535,-39.72857,-17.228762
10841,1877,M,Realism,5.6302495,-15.052604,-11.740386
10842,1790,M,Neoclassicism,18.454906,20.980473,-12.625239
10843,1946,M,Expressionism,2.8834453,18.123507,-17.42574
10844,1903,M,Realism,0.35029763,-16.19429,-5.3684425
10845,1908,M,Impressionism,4.2017937,16.431112,-12.604676
10846,1907,F,New Realism,-0.98341525,16.264284,-8.690168
10848,1886,M,Realism,2.3391213,-13.682576,-5.571936
10849,1461,M,Early Renaissance,10.891374,9.502697,-7.7584915
10850,1500,F,High Renaissance,3.6166484,19.224503,-13.281008
10851,1436,M,Northern Renaissance,6.7154374,33.348732,-7.6829357
10853,1783,M,Romanticism,0.70890856,-22.493364,-8.290391
10854,1917,M,Cubo-Futurism,1.2452517,11.405197,-11.932968
10855,1584,F,Mannerism (Late Renaissance),-5.1434283,-24.484356,-0.9535273
10857,1875,M,Impressionism,9.102669,21.511625,-10.392937
